WKT;gid
"MULTIPOLYGON (((-63.1884501096417 -32.4350500372252,-63.1866520249052 -32.4326537065557,-63.1859835019751 -32.4330106728604,-63.1864434367786 -32.4336343481416,-63.1877511761496 -32.4354115376096,-63.1884501096417 -32.4350500372252,-63.1884501096417 -32.4350500372252)))";"66"
"MULTIPOLYGON (((-63.1869382117364 -32.4330351217307,-63.1884501096417 -32.4350500372252,-63.1891761022394 -32.4346745342396,-63.187692628663 -32.4326223571459,-63.1869382117364 -32.4330351217307,-63.1869382117364 -32.4330351217307)))";"67"
"MULTIPOLYGON (((-63.1872494856552 -32.4328648152495,-63.1869693437234 -32.4324842679163,-63.1866520249052 -32.4326537065557,-63.1869382117364 -32.4330351217307,-63.1872494856552 -32.4328648152495,-63.1872494856552 -32.4328648152495)))";"68"
"MULTIPOLYGON (((-63.1869693437234 -32.4324842679163,-63.1872494856552 -32.4328648152495,-63.187692628663 -32.4326223571459,-63.1874191796426 -32.4322440666996,-63.1869693437234 -32.4324842679163,-63.1869693437234 -32.4324842679163)))";"69"
"MULTIPOLYGON (((-63.207543933304 -32.44273214734,-63.2074883892415 -32.4376351926755,-63.2054390654275 -32.4374217329167,-63.2052760798908 -32.4374086935957,-63.2051125331627 -32.4374025099693,-63.2049488259726 -32.437403197189,-63.204785359443 -32.4374107535712,-63.204622534107 -32.4374251606008,-63.2044607489269 -32.4374463829774,-63.2043004003173 -32.4374743687008,-63.2041418811735 -32.4375090491993,-63.2039855799097 -32.4375503394969,-63.2037168196434 -32.4376579312766,-63.20369249022 -32.4376709176564,-63.207543933304 -32.44273214734,-63.207543933304 -32.44273214734)))";"70"
"MULTIPOLYGON (((-63.207543933304 -32.44273214734,-63.2097520006114 -32.4456334849068,-63.2098244903342 -32.4456174686182,-63.2098945542007 -32.4455949926735,-63.2099613941472 -32.4455663130858,-63.2100242488344 -32.445531756531,-63.2100824023194 -32.4454917166263,-63.2101351922112 -32.4454466494466,-63.2101820172151 -32.4453970683292,-63.2102223439824 -32.4453435380267,-63.2102550965908 -32.445231783097,-63.2102946760038 -32.4451216281659,-63.2103409745345 -32.4450133728723,-63.21039386622 -32.4449073116867,-63.2104532071647 -32.4448037331103,-63.2105188359316 -32.4447029188904,-63.2105905739821 -32.4446051432538,-63.210668226161 -32.4445106721612,-63.2107515812283 -32.4444197625838,-63.2108404124335 -32.4443326618043,-63.2109344781326 -32.4442496067443,-63.2109269444747 -32.4410559792496,-63.2109197190107 -32.4379925266884,-63.2074883892415 -32.4376351926755,-63.207543933304 -32.44273214734,-63.207543933304 -32.44273214734)))";"71"
"MULTIPOLYGON (((-63.1901464871734 -32.4449000940656,-63.1684597941572 -32.4564683200949,-63.1784151829995 -32.4697690514175,-63.1790743623919 -32.4700687375309,-63.1792104495454 -32.4705695805283,-63.1800960966065 -32.4711849357688,-63.1801916775823 -32.4712374000151,-63.1802914874896 -32.4712838620617,-63.1803950027473 -32.4713240781761,-63.1805016803339 -32.4713578373907,-63.1806109606372 -32.4713849626098,-63.1807222703896 -32.4714053115381,-63.1808350256758 -32.4714187774282,-63.1809486349968 -32.4714252896397,-63.1810625023727 -32.4714248140106,-63.1811760304694 -32.471417353036,-63.1812886237335 -32.4714029458554,-63.1813996915157 -32.471381668047,-63.1814678893859 -32.4713660562446,-63.1815338836297 -32.4713446968025,-63.1815970020543 -32.4713178072805,-63.1816566017606 -32.4712856615658,-63.1817120756918 -32.4712485870829,-63.1817628588166 -32.4712069614586,-63.1820319281543 -32.4710807734816,-63.1823135694877 -32.4709761410942,-63.1826053861669 -32.4708939546598,-63.1827010914476 -32.4708599321402,-63.1827933043878 -32.4708195695925,-63.1828814416586 -32.470773122348,-63.1829649457161 -32.4707208842289,-63.1830432883284 -32.4706631856895,-63.1831159739173 -32.4706003917257,-63.1831825426934 -32.4705328995657,-63.1832425735641 -32.4704611361571,-63.1832956867979 -32.4703855554662,-63.1833415464259 -32.4703066356053,-63.1833798623668 -32.470224875809,-63.1834103922613 -32.470140793275,-63.1834329430052 -32.4700549198933,-63.1834473719704 -32.4699677988805,-63.1834535879058 -32.4698799813443,-63.1834515515151 -32.4697920227965,-63.1834412757038 -32.4697044796396,-63.1834228254976 -32.4696179056466,-63.1833963176302 -32.4695328484585,-63.1828038937028 -32.468846574032,-63.1819748953702 -32.4680747468709,-63.1817377085808 -32.4676885753695,-63.1814077581489 -32.4673569353755,-63.1809845978055 -32.4668565075102,-63.18020562155 -32.4657481859221,-63.1805008700162 -32.4656189249037,-63.1808535877329 -32.4646736060459,-63.1809757699628 -32.4642016205557,-63.1810128212311 -32.4641125557502,-63.1810576674114 -32.4640261050933,-63.181110054545 -32.4639427581025,-63.1811696859757 -32.4638629867202,-63.1812362240301 -32.4637872426408,-63.1813092919296 -32.463715954754,-63.1813884759244 -32.4636495267155,-63.1814733276364 -32.4635883346624,-63.181563366598 -32.463532725083,-63.1826868006701 -32.4624049593248,-63.1828267242444 -32.4623362013984,-63.1829705369896 -32.4622734758951,-63.1831178773658 -32.462216940501,-63.1832683749672 -32.4621667373407,-63.183421651453 -32.4621229926201,-63.1835773214983 -32.4620858163086,-63.1837349937628 -32.4620553018636,-63.1838942718741 -32.462031525995,-63.1840547554238 -32.4620145484725,-63.1842160409742 -32.4620044119756,-63.1843777230721 -32.4620011419861,-63.1845393952674 -32.4620047467244,-63.1847006511351 -32.4620152171284,-63.1848610852966 -32.4620325268765,-63.1850202944383 -32.4620566324539,-63.1851778783254 -32.4620874732616,-63.1853334408077 -32.4621249717691,-63.1854865908153 -32.4621690337089,-63.1856369433414 -32.4622195483137,-63.1857841204101 -32.4622763885947,-63.1859277520262 -32.4623394116606,-63.1860674771054 -32.4624084590768,-63.1862029443815 -32.4624833572639,-63.1865801597267 -32.4627416472439,-63.1874691704863 -32.4635699402057,-63.1913198188301 -32.4672211792228,-63.1914122895455 -32.4672754916325,-63.1915092855984 -32.4673237995429,-63.1916102655321 -32.4673658332838,-63.1917146656479 -32.4674013582089,-63.1918219031524 -32.467430176006,-63.1919313794109 -32.4674521258047,-63.1920424832898 -32.4674670850733,-63.1921545945685 -32.4674749703042,-63.1922670874019 -32.4674757374792,-63.1923793338147 -32.4674693823159,-63.1924907072075 -32.4674559402912,-63.1926005858549 -32.4674354864432,-63.1927083563769 -32.4674081349525,-63.1928134171632 -32.4673740385048,-63.1929151817319 -32.4673333874379,-63.1930130820039 -32.4672864086797,-63.1931065714745 -32.4672333644811,-63.193195128264 -32.4671745509513,-63.1932782580313 -32.4671102964056,-63.1933554967336 -32.4670409595317,-63.1934264132165 -32.4669669273876,-63.1934906116213 -32.4668886132405,-63.1935477335939 -32.46680645426,-63.1935974602854 -32.4667209090773,-63.1936395141315 -32.4666324552245,-63.1936736604018 -32.4665415864697,-63.1936997085093 -32.4664488100597,-63.1937175130739 -32.4663546438886,-63.1937269747337 -32.4662596136068,-63.1937280406986 -32.4661642496869,-63.1937207050448 -32.4660690844619,-63.193705008747 -32.4659746491542,-63.1936810394495 -32.4658814709102,-63.1915767712006 -32.4631253860357,-63.1915115581797 -32.4630344613343,-63.1914537118768 -32.4629400215863,-63.1914034946337 -32.4628424951281,-63.1913611341879 -32.4627423242953,-63.19132682264 -32.462639963415,-63.191300715583 -32.4625358767464,-63.1912829313969 -32.4624305363741,-63.1912735507125 -32.4623244200674,-63.1912726160458 -32.4622180091131,-63.1912801316063 -32.4621117861327,-63.1912960632781 -32.4620062328934,-63.1913203387749 -32.4619018281235,-63.1913528479691 -32.4617990453404,-63.1913934433911 -32.461698350704,-63.1914419408988 -32.4616002009018,-63.1914981205135 -32.4615050410783,-63.1915617274176 -32.461413302816,-63.1916324731108 -32.4613254021779,-63.1917100367187 -32.4612417378213,-63.1917940664486 -32.4611626891892,-63.1918841811849 -32.4610886147903,-63.1919799722178 -32.4610198505725,-63.1920810050971 -32.4609567084001,-63.192186821602 -32.4608994746391,-63.1937816045951 -32.4602735187235,-63.1950865544253 -32.4598897609842,-63.1991182269061 -32.4607041966493,-63.2001728539125 -32.4591182925198,-63.2001903010769 -32.456827808253,-63.2001614821228 -32.4567559757788,-63.2001404153372 -32.4566822336853,-63.2001272721289 -32.4566071820376,-63.2001221594285 -32.4565314315558,-63.2001251188197 -32.4564555986448,-63.2001361262008 -32.456380300379,-63.2001550919818 -32.4563061494806,-63.2001818618142 -32.4562337493339,-63.2002162178473 -32.4561636890755,-63.2002578805014 -32.4560965388005,-63.2003065107439 -32.4560328449236,-63.2003617128477 -32.4559731257331,-63.2004230376121 -32.4559178671732,-63.2004899860179 -32.4558675188909,-63.2005620132887 -32.4558224905767,-63.2006385333231 -32.455783148631,-63.2007189234643 -32.4557498131834,-63.2008025295663 -32.4557227554875,-63.2017186810683 -32.4557183149228,-63.2028448887803 -32.4559837258105,-63.204547780481 -32.4576020548478,-63.2046675733279 -32.457694106842,-63.2047923781506 -32.4577812410351,-63.2049219143737 -32.4578632615303,-63.2050558907827 -32.4579399839271,-63.2051940061776 -32.4580112357356,-63.2053359500512 -32.4580768567649,-63.2054814032867 -32.4581366994832,-63.2056300388751 -32.4581906293491,-63.2057815226513 -32.4582385251151,-63.2059355140447 -32.4582802790992,-63.2060916668454 -32.4583157974277,-63.2062496299829 -32.4583450002464,-63.2073078202031 -32.4583814367977,-63.2073822007237 -32.4583784154979,-63.2074557433572 -32.4583685049069,-63.207527563086 -32.4583518242897,-63.207596795627 -32.458328574382,-63.2076626078333 -32.458299034975,-63.2077242077205 -32.4582635615476,-63.2077808539982 -32.4582225809886,-63.2078318649905 -32.4581765864592,-63.2078766268395 -32.4581261314584,-63.2079146008921 -32.458071823161,-63.2079453301823 -32.4580143151119,-63.2079684449293 -32.4579542993599,-63.2079836669874 -32.4578924981303,-63.2079908131921 -32.4578296551331,-63.2079897975636 -32.4577665266133,-63.2079806323409 -32.4577038722503,-63.2079634278335 -32.4576424460162,-63.207938391093 -32.4575829871021,-63.2079058234212 -32.4575262110239,-63.2078661167433 -32.457472801011,-63.2078197488911 -32.4574233997857,-63.2077672778525 -32.4573786018282,-63.2077093350565 -32.4573389462239,-63.207646617775 -32.4573049101757,-63.2075798807316 -32.4572769032622,-63.20750992702 -32.457255262509,-63.2074375984404 -32.4572402483334,-63.2073637653695 -32.4572320414106,-63.2063375927421 -32.4574286736612,-63.2062249369497 -32.4574315513999,-63.2061123223637 -32.4574276843642,-63.206000310057 -32.4574170918206,-63.2058894581015 -32.4573998265436,-63.2057803187875 -32.4573759745526,-63.2056734358709 -32.4573456546839,-63.2055693418648 -32.4573090179976,-63.2054685553852 -32.457266247026,-63.2053715785674 -32.4572175548631,-63.205278894564 -32.4571631841033,-63.205187383919 -32.4570260530058,-63.2051032918966 -32.4568855490072,-63.2050267910106 -32.4567419604081,-63.2049580381965 -32.456595581837,-63.2048971744894 -32.4564467136459,-63.2048443247348 -32.4562956612933,-63.204799597333 -32.4561427347183,-63.2047630840167 -32.4559882477037,-63.2047348596636 -32.4558325172328,-63.2047149821422 -32.4556758628384,-63.2047034921945 -32.4555186059478,-63.204700413352 -32.4553610692224,-63.2047057518878 -32.4552035758964,-63.2047194968045 -32.4550464491132,-63.204741619857 -32.4548900112625,-63.2047720756105 -32.4547345833189,-63.2048108015343 -32.454580484183,-63.2048577181306 -32.4544280300277,-63.2049127290976 -32.454277533649,-63.2049757215277 -32.4541293038248,-63.2050465661392 -32.453983644681,-63.204917579401 -32.4521577683916,-63.2046543309643 -32.4497660217098,-63.2041563843291 -32.4485643386836,-63.2040684170425 -32.4484756727915,-63.2039744122776 -32.4483915792417,-63.2038746999462 -32.4483123531478,-63.2037696299865 -32.4482382725409,-63.2036595711361 -32.4481695973945,-63.2035449096373 -32.4481065687116,-63.2034260478823 -32.44804940768,-63.2033034030005 -32.4479983148952,-63.2031774053953 -32.4479534696574,-63.2030484972338 -32.4479150293417,-63.2029171308951 -32.4478831288467,-63.2027837673835 -32.4478578801204,-63.2026488747101 -32.4478393717678,-63.2023763990895 -32.4478228121066,-63.2022478423079 -32.4477979078224,-63.2021211758187 -32.447766809769,-63.2019968143097 -32.4477296197573,-63.2018751649214 -32.4476864595424,-63.2017566259134 -32.4476374704247,-63.2016415853606 -32.4475828127876,-63.2015304198823 -32.447522665572,-63.2014234934097 -32.4474572256907,-63.2013211559936 -32.4473867073832,-63.2012237426588 -32.4473113415145,-63.201131572307 -32.4472313748193,-63.201044946673 -32.4471470690938,-63.200964149337 -32.4470587003386,-63.2008894447957 -32.4469665578553,-63.2008210775976 -32.4468709432988,-63.2005650609402 -32.4460987152049,-63.2012814862961 -32.4446350576195,-63.2018020950856 -32.4439443606012,-63.2026445350815 -32.4432450761972,-63.2028722234078 -32.4430657291132,-63.2030620631222 -32.4430296347236,-63.2033360838249 -32.4428920035202,-63.2038430730563 -32.4431297737765,-63.2042693365475 -32.4434086004368,-63.2043298333575 -32.4434539720009,-63.20438548837 -32.4435036002886,-63.2044358865392 -32.4435571152056,-63.2044806520193 -32.4436141176728,-63.2045194509676 -32.4436741826028,-63.204551994034 -32.4437368620693,-63.2045780385193 -32.4438016886477,-63.2045973901854 -32.4438681789004,-63.2049080932121 -32.4443985359145,-63.2049871687935 -32.444526006558,-63.2050151222443 -32.4445940417629,-63.2050356941842 -32.4446639441409,-63.205048715505 -32.4447351391292,-63.2050540791598 -32.444807041539,-63.2050517410435 -32.4448790603657,-63.2051033319199 -32.4449504195742,-63.2051612878938 -32.4450181748357,-63.2052252605481 -32.4450819188062,-63.2052948652912 -32.4451412682567,-63.2053696836686 -32.4451958663775,-63.2054492658791 -32.4452453849232,-63.2055331334787 -32.4452895261867,-63.205620782257 -32.4453280247885,-63.2057116852693 -32.4453606492733,-63.2058052960038 -32.4453872035005,-63.2059010516685 -32.4454075278246,-63.2059802868991 -32.4454100232956,-63.2060587647259 -32.4454196210689,-63.2061356022723 -32.4454362131694,-63.2062099351138 -32.4454596129357,-63.2062809270021 -32.4454895571197,-63.2063477792725 -32.4455257088483,-63.2064097398289 -32.4455676614128,-63.2064661116042 -32.4456149428443,-63.2065162604026 -32.4456670212231,-63.2065596220344 -32.4457233106625,-63.2065957086633 -32.4457831778998,-63.2071030936558 -32.4461831751617,-63.2072766281076 -32.4461992696266,-63.2074508557473 -32.4462085275525,-63.2076254021795 -32.4462109290457,-63.2077998923235 -32.4462064689455,-63.2079739512197 -32.4461951568365,-63.2081472048353 -32.4461770170272,-63.2083192808689 -32.446152088498,-63.2084898095501 -32.4461204248177,-63.2086584244345 -32.4460820940277,-63.208824763192 -32.4460371784963,-63.2097520006114 -32.4456334849068,-63.2037619414065 -32.437762190445,-63.1906647923639 -32.4447871785074,-63.1901464871734 -32.4449000940656,-63.1901464871734 -32.4449000940656)))";"72"
"MULTIPOLYGON (((-63.2074959870825 -32.4364404119762,-63.2083808385233 -32.4360023508861,-63.2083786843803 -32.4351217804824,-63.2074937323672 -32.435586969285,-63.2074959870825 -32.4364404119762,-63.2074959870825 -32.4364404119762)))";"73"
"MULTIPOLYGON (((-63.2062199490282 -32.4372764942898,-63.2056848037687 -32.4365264635957,-63.2044443062989 -32.4371705958458,-63.2045345951381 -32.4372849724599,-63.2046129035713 -32.4372585655339,-63.2046935634759 -32.4372378653918,-63.2047759977193 -32.4372230201455,-63.2048596164744 -32.4372141360144,-63.2049438214396 -32.4372112765655,-63.2050280101193 -32.4372144622584,-63.2062199490282 -32.4372764942898,-63.2062199490282 -32.4372764942898)))";"74"
"MULTIPOLYGON (((-63.2056848037687 -32.4365264635957,-63.2062199490282 -32.4372764942898,-63.2063881966042 -32.4372852494765,-63.2074984878924 -32.4373869658516,-63.2074937323672 -32.435586969285,-63.2074679888918 -32.4356005015789,-63.2056848037687 -32.4365264635957,-63.2056848037687 -32.4365264635957)))";"75"
"MULTIPOLYGON (((-63.213003498094 -32.4382063077813,-63.2129184248845 -32.4415125908396,-63.2140013809354 -32.4425864969697,-63.2149220886815 -32.4422687978728,-63.2148894612155 -32.4420804960688,-63.2144194602569 -32.4414731779205,-63.2144417956189 -32.4396965487445,-63.2143602980994 -32.4396905997888,-63.2143930949329 -32.4383316952505,-63.213003498094 -32.4382063077813,-63.213003498094 -32.4382063077813)))";"76"
"MULTIPOLYGON (((-63.2187717185543 -32.4296160215793,-63.2195644500177 -32.4307381707397,-63.2201319715796 -32.4304270131514,-63.2216674836037 -32.4325143697673,-63.2220097354607 -32.4321177075713,-63.2210761665573 -32.4308996451723,-63.21975323951 -32.4290947339309,-63.2187717185543 -32.4296160215793,-63.2187717185543 -32.4296160215793)))";"77"
"MULTIPOLYGON (((-63.2185366283161 -32.4379863937714,-63.2207352204714 -32.4381791617268,-63.2196704021976 -32.4361946969309,-63.218520303723 -32.4367900704719,-63.2185366283161 -32.4379863937714,-63.2185366283161 -32.4379863937714)))";"78"
"MULTIPOLYGON (((-63.2127241813409 -32.4354514415653,-63.2113325421037 -32.4335665384304,-63.2109720497102 -32.4337579551893,-63.2109792676524 -32.435301786995,-63.2127241813409 -32.4354514415653,-63.2127241813409 -32.4354514415653)))";"79"
"MULTIPOLYGON (((-63.2135278073775 -32.4355203571942,-63.211873277831 -32.4332794113589,-63.2113325421037 -32.4335665384304,-63.2127241813409 -32.4354514415653,-63.2135278073775 -32.4355203571942,-63.2135278073775 -32.4355203571942)))";"80"
"MULTIPOLYGON (((-63.2143314346119 -32.435589267691,-63.2124140101227 -32.4329922819673,-63.211873277831 -32.4332794113589,-63.2135278073775 -32.4355203571942,-63.2143314346119 -32.435589267691,-63.2143314346119 -32.435589267691)))";"81"
"MULTIPOLYGON (((-63.2151010512831 -32.4356552568973,-63.2129547389787 -32.4327051502559,-63.2124140101227 -32.4329922819673,-63.2143314346119 -32.435589267691,-63.2151010512831 -32.4356552568973,-63.2151010512831 -32.4356552568973)))";"82"
"MULTIPOLYGON (((-63.2129547389787 -32.4327051502559,-63.2151010512831 -32.4356552568973,-63.2158910876084 -32.4357229919509,-63.2134646954079 -32.4324343551731,-63.2129547389787 -32.4327051502559,-63.2129547389787 -32.4327051502559)))";"83"
"MULTIPOLYGON (((-63.2133052114963 -32.4379517835958,-63.2137077636184 -32.4355357887764,-63.2109792676524 -32.435301786995,-63.2109906265293 -32.4377311420366,-63.2133052114963 -32.4379517835958,-63.2133052114963 -32.4379517835958)))";"84"
"MULTIPOLYGON (((-63.2149152319326 -32.4381023410335,-63.2165336249952 -32.4382170297874,-63.2176079998381 -32.4379049617894,-63.2158910876084 -32.4357229919509,-63.2151427529688 -32.435658832386,-63.2149152319326 -32.4381023410335,-63.2149152319326 -32.4381023410335)))";"85"
"MULTIPOLYGON (((-63.2160079934768 -32.4358715680677,-63.2167522051212 -32.4354766531641,-63.2142297266014 -32.432028104367,-63.2134646954079 -32.4324343551731,-63.2158910876084 -32.4357229919509,-63.2160079934768 -32.4358715680677,-63.2160079934768 -32.4358715680677)))";"86"
"MULTIPOLYGON (((-63.2142297266014 -32.432028104367,-63.2167522051212 -32.4354766531641,-63.2160079934768 -32.4358715680677,-63.2176079998381 -32.4379049617894,-63.2185366283161 -32.4379863937714,-63.218520303723 -32.4367900704719,-63.2196704021976 -32.4361946969309,-63.2195456637673 -32.4358036269198,-63.2195168354747 -32.4357350648001,-63.2194954318222 -32.4356645737713,-63.2194816279722 -32.4355927307725,-63.2194755368849 -32.4355201238066,-63.2194772083945 -32.435447347128,-63.2194866288018 -32.4353749963788,-63.2195037209872 -32.4353036637134,-63.219528345042 -32.4352339329525,-63.2195602994146 -32.4351663748047,-63.2202840387761 -32.4340081413021,-63.2216674836037 -32.4325143697673,-63.2201319715796 -32.4304270131514,-63.2195644500177 -32.4307381707397,-63.2187717185543 -32.4296160215793,-63.2142297266014 -32.432028104367,-63.2142297266014 -32.432028104367)))";"87"
"MULTIPOLYGON (((-63.2149152319326 -32.4381023410335,-63.2151427529688 -32.435658832386,-63.2137077636184 -32.4355357887764,-63.2133052114963 -32.4379517835958,-63.2147967535969 -32.4380939441402,-63.2149152319326 -32.4381023410335,-63.2149152319326 -32.4381023410335)))";"88"
"MULTIPOLYGON (((-63.1712379500615 -32.4267216634213,-63.1783980714648 -32.4365532085942,-63.1888190715406 -32.4308280170748,-63.1894215829416 -32.4299331941095,-63.1874788890801 -32.4283384762817,-63.1872617629688 -32.428197043276,-63.1870398243425 -32.4280610899714,-63.1868132654045 -32.4279307340939,-63.1865822823566 -32.4278060885218,-63.1863470752288 -32.4276872611887,-63.1861078477064 -32.4275743549892,-63.1858648069537 -32.4274674676907,-63.1856181634347 -32.4273666918481,-63.1853681307308 -32.4272721147244,-63.1851149253561 -32.4271838182144,-63.1848587665699 -32.4271018787745,-63.1845998761869 -32.4270263673565,-63.1801079324367 -32.4259353527478,-63.1751093198331 -32.4246253794164,-63.1712379500615 -32.4267216634213,-63.1712379500615 -32.4267216634213)))";"89"
"MULTIPOLYGON (((-63.1651139062858 -32.4300372923793,-63.1725134665536 -32.4396769116321,-63.1783980714648 -32.4365532085942,-63.1712379500615 -32.4267216634213,-63.1651139062858 -32.4300372923793,-63.1651139062858 -32.4300372923793)))";"90"
"MULTIPOLYGON (((-63.1637335858583 -32.4168938031137,-63.1597009676421 -32.4190462973702,-63.1596027685363 -32.4191895763493,-63.1667508544008 -32.4209936095936,-63.1637335858583 -32.4168938031137,-63.1637335858583 -32.4168938031137)))";"91"
"MULTIPOLYGON (((-63.1875004832651 -32.4158980834808,-63.181259076129 -32.4074697071637,-63.1755701148485 -32.4104973716778,-63.1773861856749 -32.4129189140637,-63.1792109108567 -32.4154005417553,-63.1817494002348 -32.4188851045163,-63.182792860673 -32.4202197034243,-63.1867105700967 -32.4181482399124,-63.1884800157254 -32.4171943456843,-63.1875330195457 -32.4159567545216,-63.1875050472747 -32.4159090885461,-63.1875004832651 -32.4158980834808,-63.1875004832651 -32.4158980834808)))";"92"
"MULTIPOLYGON (((-63.1869340819943 -32.4151332951802,-63.1870127163227 -32.4043500701655,-63.181259076129 -32.4074697071637,-63.1869340819943 -32.4151332951802,-63.1869340819943 -32.4151332951802)))";"93"
"MULTIPOLYGON (((-63.1925070020043 -32.4109460763242,-63.1924381955334 -32.4028626914685,-63.1904622918508 -32.4023979987968,-63.1900467860965 -32.4026613150004,-63.1896265995638 -32.4029192313629,-63.189201829734 -32.4031716880248,-63.1887725751548 -32.4034186263934,-63.1883389354169 -32.4036599891561,-63.1879010111314 -32.403895720294,-63.1874589039063 -32.4041257650948,-63.1870127163227 -32.4043500701655,-63.1869340819943 -32.4151332951802,-63.1875004832651 -32.4158980834808,-63.1874842169027 -32.4158588608452,-63.1874708462843 -32.4158068378819,-63.1874651394387 -32.4157538135132,-63.1874671834374 -32.4157005968757,-63.1874769470759 -32.4156480000388,-63.1874942813511 -32.4155968256124,-63.187518921736 -32.4155478544996,-63.1875504922161 -32.4155018339806,-63.187588511029 -32.4154594663096,-63.1876323980155 -32.4154213979988,-63.1876814834732 -32.4153882099533,-63.1906391684779 -32.4134034651843,-63.1906808909831 -32.4133725840539,-63.1907267490088 -32.4133462585527,-63.190776055373 -32.4133248831662,-63.190828071222 -32.4133087782027,-63.1908820171027 -32.4132981849934,-63.1909370846411 -32.4132932622763,-63.1910946062765 -32.4132977953147,-63.192084759937 -32.4133344644232,-63.1921262326954 -32.4133347308714,-63.1921671487142 -32.4133289797289,-63.1922063035137 -32.4133173802971,-63.192242544462 -32.4133002740382,-63.1922748047059 -32.4132781645234,-63.1923021345776 -32.4132517026085,-63.1923237295508 -32.4132216672737,-63.1923389539236 -32.4131889426921,-63.1923473595323 -32.4131544922011,-63.1923486989428 -32.4131193299439,-63.1923421119083 -32.4126660171409,-63.1923388222775 -32.4111151805604,-63.1923533805754 -32.4110787152036,-63.1923742488139 -32.4110445264906,-63.1924009506487 -32.4110133948111,-63.1924328765802 -32.4109860307745,-63.1924692978657 -32.4109630589898,-63.1925070020043 -32.4109460763242,-63.1925070020043 -32.4109460763242)))";"94"
"MULTIPOLYGON (((-63.2039592063068 -32.4067201118498,-63.2039558470281 -32.4060888874107,-63.2015712603843 -32.4053857782738,-63.2007424960603 -32.4051528906866,-63.2007542933198 -32.4067917046846,-63.2039592063068 -32.4067201118498,-63.2039592063068 -32.4067201118498)))";"95"
