WKT;gid
"MULTIPOLYGON (((-63.1964784734585 -32.4106543800048,-63.1969594594778 -32.4106060478167,-63.1999441873578 -32.4103341255097,-63.202101609467 -32.4101445829964,-63.2034627399838 -32.4100660436011,-63.203513788303 -32.4100702568136,-63.2035650250606 -32.4100682866811,-63.2036154146905 -32.4100601730226,-63.2036639387488 -32.4100460798265,-63.2037096164982 -32.4100262919358,-63.2037515247313 -32.4100012092907,-63.2037888164292 -32.4099713388455,-63.2038207378819 -32.4099372843217,-63.2038466439212 -32.409899734006,-63.2038660109606 -32.4098594468386,-63.2038784475764 -32.4098172370742,-63.2039655886257 -32.4079193427856,-63.2039592063068 -32.4067201118498,-63.2007542933198 -32.4067917046846,-63.2007519989158 -32.4064729844564,-63.1968197189861 -32.406486647177,-63.1968298288891 -32.4085900156109,-63.1964413065553 -32.4085913322274,-63.1964784734585 -32.4106543800048,-63.1964784734585 -32.4106543800048)))";"96"
"MULTIPOLYGON (((-63.2936298772212 -32.4056297426276,-63.2666268306883 -32.388362360608,-63.2654062805848 -32.3897316877359,-63.2628572245354 -32.3926278857801,-63.2596219055107 -32.3963034645409,-63.2609945690616 -32.3983692144098,-63.261417187358 -32.3986403323633,-63.2633835076703 -32.4017369667886,-63.2638493037847 -32.4016766335955,-63.2643162630887 -32.4016231639445,-63.2647842451086 -32.4015765739198,-63.2652531090639 -32.4015368775366,-63.2657227139093 -32.4015040867358,-63.2661929183771 -32.401478211381,-63.2666635810199 -32.4014592592558,-63.2671345602525 -32.4014472360608,-63.2676057143949 -32.4014421454122,-63.2680769017145 -32.4014439888409,-63.268547980469 -32.4014527657917,-63.2690188089484 -32.4014684736238,-63.2694892455181 -32.4014911076113,-63.2699591486609 -32.4015206609447,-63.27042837702 -32.4015571247333,-63.270896789441 -32.4016004880072,-63.2713642450144 -32.4016507377211,-63.2718306031178 -32.4017078587582,-63.2722957234586 -32.4017718339342,-63.2727594661153 -32.4018426440034,-63.2732216915802 -32.4019202676636,-63.2736822608009 -32.402004681563,-63.2741410352222 -32.4020958603069,-63.2745978768276 -32.4021937764655,-63.2750526481806 -32.4022984005823,-63.2755052124666 -32.4024097011825,-63.275955433533 -32.4025276447829,-63.276403175931 -32.4026521959015,-63.2768483049554 -32.4027833170688,-63.277290686686 -32.4029209688382,-63.277730188027 -32.4030651097986,-63.2781666767474 -32.4032156965865,-63.2786000215205 -32.4033726838989,-63.2790300919636 -32.403536024507,-63.2794567586768 -32.4037056692708,-63.2798798932823 -32.403881567153,-63.2802993684625 -32.4040636652351,-63.2807150579987 -32.404251908733,-63.2811268368086 -32.4044462410133,-63.2815345809842 -32.4046466036104,-63.281938167829 -32.4048529362444,-63.2823374758946 -32.4050651768386,-63.2827323850175 -32.4052832615384,-63.2831227763551 -32.4055071247309,-63.2835085324214 -32.4057366990638,-63.2936811088024 -32.4126420680847,-63.2936298772212 -32.4056297426276,-63.2936298772212 -32.4056297426276)))";"97"
"MULTIPOLYGON (((-63.2776793482914 -32.3758826930805,-63.2935166588519 -32.3859882525471,-63.2934760424658 -32.3789384495782,-63.2817026939192 -32.3713421059792,-63.2776793482914 -32.3758826930805,-63.2776793482914 -32.3758826930805)))";"98"
"MULTIPOLYGON (((-63.2746147129572 -32.3793427649154,-63.2935479360904 -32.3914157812588,-63.2935166588519 -32.3859882525471,-63.2776793482914 -32.3758826930805,-63.2746147129572 -32.3793427649154,-63.2746147129572 -32.3793427649154)))";"99"
"MULTIPOLYGON (((-63.2720805532332 -32.382238704723,-63.2935730765486 -32.395777592884,-63.2935479360904 -32.3914157812588,-63.2746147129572 -32.3793427649154,-63.2720805532332 -32.382238704723,-63.2720805532332 -32.382238704723)))";"100"
"MULTIPOLYGON (((-63.2666268306883 -32.388362360608,-63.2936298772212 -32.4056297426276,-63.2935730765486 -32.395777592884,-63.2720805532332 -32.382238704723,-63.2696598239378 -32.3849920905838,-63.2666268306883 -32.388362360608,-63.2666268306883 -32.388362360608)))";"101"
"MULTIPOLYGON (((-63.2522772699683 -32.3796259708829,-63.2563812948901 -32.3821655306707,-63.2591084752232 -32.3791720026969,-63.2650106021332 -32.3829521354941,-63.265080483816 -32.3829945612612,-63.267414522471 -32.3803627080241,-63.2573064401301 -32.3739052184676,-63.2522772699683 -32.3796259708829,-63.2522772699683 -32.3796259708829)))";"102"
"MULTIPOLYGON (((-63.2623298533908 -32.3680825406658,-63.267419720384 -32.3623238046611,-63.2623202977263 -32.3590770786905,-63.2572258126809 -32.3648406734829,-63.2623298533908 -32.3680825406658,-63.2623298533908 -32.3680825406658)))";"103"
"MULTIPOLYGON (((-63.2597588176931 -32.3709910851387,-63.269980545694 -32.3774690437577,-63.2725492402222 -32.3745721299327,-63.2623298533909 -32.3680825406657,-63.2597588176931 -32.3709910851387,-63.2597588176931 -32.3709910851387)))";"104"
"MULTIPOLYGON (((-63.2572273209962 -32.3738546668012,-63.2573064401301 -32.3739052184676,-63.267414522471 -32.3803627080241,-63.269980545694 -32.3774690437577,-63.2597588176931 -32.3709910851387,-63.2572273209962 -32.3738546668012,-63.2572273209962 -32.3738546668012)))";"105"
"MULTIPOLYGON (((-63.2572258126809 -32.3648406734829,-63.2623202977263 -32.3590770786905,-63.2572212388546 -32.355830142983,-63.2521317195569 -32.3616046847526,-63.2572258126809 -32.3648406734829,-63.2572258126809 -32.3648406734829)))";"106"
"MULTIPOLYGON (((-63.2546509606176 -32.3677533499067,-63.2572258126809 -32.3648406734829,-63.2521317195569 -32.3616046847526,-63.2495671102902 -32.3645303941704,-63.2546509606176 -32.3677533499067,-63.2546509606176 -32.3677533499067)))";"107"
"MULTIPOLYGON (((-63.2693059617265 -32.3725127512201,-63.2725492402222 -32.3745721299327,-63.2776187690715 -32.3688160618113,-63.274381592095 -32.3667556113549,-63.2693059617265 -32.3725127512201,-63.2693059617265 -32.3725127512201)))";"108"
"MULTIPOLYGON (((-63.2661581225997 -32.3705138031394,-63.2693059617265 -32.3725127512201,-63.274381592095 -32.3667556113549,-63.2712445261348 -32.364758711451,-63.2661581225997 -32.3705138031394,-63.2661581225997 -32.3705138031394)))";"109"
"MULTIPOLYGON (((-63.2597588176933 -32.3709910851388,-63.2623298533909 -32.3680825406657,-63.2572258126809 -32.3648406734829,-63.2546509606176 -32.3677533499067,-63.2597588176933 -32.3709910851388,-63.2597588176933 -32.3709910851388)))";"110"
"MULTIPOLYGON (((-63.2623298533908 -32.3680825406658,-63.2661581225997 -32.3705138031394,-63.2712445261348 -32.364758711451,-63.267419720384 -32.3623238046611,-63.2623298533908 -32.3680825406658,-63.2623298533908 -32.3680825406658)))";"111"
"MULTIPOLYGON (((-63.2521517781857 -32.370611522272,-63.2572273209962 -32.3738546668012,-63.2597588176931 -32.3709910851387,-63.2546599350234 -32.3677590389313,-63.2521517781857 -32.370611522272,-63.2521517781857 -32.370611522272)))";"112"
"MULTIPOLYGON (((-63.2522772699683 -32.3796259708829,-63.2573064401301 -32.3739052184676,-63.2572273209962 -32.3738546668012,-63.2521517781857 -32.370611522272,-63.2473159847065 -32.3675211631297,-63.2478241861738 -32.3693810690481,-63.2501982120839 -32.3783393494227,-63.2522772699683 -32.3796259708829,-63.2522772699683 -32.3796259708829)))";"113"
"MULTIPOLYGON (((-63.2521517781857 -32.370611522272,-63.2546599350234 -32.3677590389313,-63.2495671102902 -32.3645303941704,-63.2491644515017 -32.3649897259417,-63.2474087907053 -32.3669924212137,-63.2472545521957 -32.3671106021303,-63.2472638693046 -32.3674350694272,-63.2473159847065 -32.3675211631297,-63.2521517781857 -32.370611522272,-63.2521517781857 -32.370611522272)))";"114"
"MULTIPOLYGON (((-63.2519643387793 -32.38628375517,-63.2557589535285 -32.3820361706741,-63.2500858543896 -32.378378343516,-63.2519643387793 -32.38628375517,-63.2519643387793 -32.38628375517)))";"115"
"MULTIPOLYGON (((-63.2539542770047 -32.359350968889,-63.248844297141 -32.3560773482469,-63.2475683669155 -32.3575206164245,-63.2485048063646 -32.3581140650987,-63.2456420408359 -32.3613568031867,-63.2456444513417 -32.3613656415159,-63.2471617175535 -32.3670838928934,-63.2539542770047 -32.359350968889,-63.2539542770047 -32.359350968889)))";"116"
"MULTIPOLYGON (((-63.2407399467675 -32.383189034304,-63.2508270978688 -32.3814979632372,-63.2500858543896 -32.378378343516,-63.2495929233734 -32.3765286869244,-63.2394615276775 -32.3784828926086,-63.2407399467675 -32.383189034304,-63.2407399467675 -32.383189034304)))";"117"
"MULTIPOLYGON (((-63.2484754568788 -32.354992112808,-63.2472858121855 -32.3542343812944,-63.245458904372 -32.351607066998,-63.2446620620844 -32.3518750029396,-63.2433610604556 -32.3529925832384,-63.2456420408359 -32.3613568031867,-63.2485048063646 -32.3581140650987,-63.2475683669155 -32.3575206164245,-63.2483726792935 -32.3566108255166,-63.2475189912903 -32.3560740293411,-63.2484754568788 -32.354992112808,-63.2484754568788 -32.354992112808)))";"118"
"MULTIPOLYGON (((-63.2507100409301 -32.3539668067263,-63.2559014069552 -32.3571339670089,-63.2571108715357 -32.3557568011526,-63.252003185284 -32.3525039196365,-63.2507100409301 -32.3539668067263,-63.2507100409301 -32.3539668067263)))";"119"
"MULTIPOLYGON (((-63.2545768113244 -32.3586421664485,-63.2494467820117 -32.3553958271852,-63.248844297141 -32.3560773482469,-63.2539542770047 -32.359350968889,-63.2545768113244 -32.3586421664485,-63.2545768113244 -32.3586421664485)))";"120"
"MULTIPOLYGON (((-63.2552082133351 -32.3579232530245,-63.2500978746039 -32.35465930712,-63.2494467820117 -32.3553958271852,-63.2545768113244 -32.3586421664485,-63.2552082133351 -32.3579232530245,-63.2552082133351 -32.3579232530245)))";"121"
"MULTIPOLYGON (((-63.2559014069552 -32.3571339670089,-63.2507100409301 -32.3539668067263,-63.2500978746039 -32.35465930712,-63.2552082133351 -32.3579232530245,-63.2559014069552 -32.3571339670089,-63.2559014069552 -32.3571339670089)))";"122"
"MULTIPOLYGON (((-63.2483726792935 -32.3566108255166,-63.252003185284 -32.3525039196365,-63.251153439574 -32.3519627075453,-63.2475189912903 -32.3560740293411,-63.2483726792935 -32.3566108255166,-63.2483726792935 -32.3566108255166)))";"123"
"MULTIPOLYGON (((-63.2472858121855 -32.3542343812944,-63.2484754568788 -32.354992112808,-63.251153439574 -32.3519627075453,-63.2499638125531 -32.3512050008376,-63.2472858121855 -32.3542343812944,-63.2472858121855 -32.3542343812944)))";"124"
"MULTIPOLYGON (((-63.2472858121855 -32.3542343812944,-63.2499638125531 -32.3512050008376,-63.2488203939863 -32.3504767029461,-63.245458904372 -32.351607066998,-63.2472858121855 -32.3542343812944,-63.2472858121855 -32.3542343812944)))";"125"
"MULTIPOLYGON (((-63.2377750054226 -32.3605722931777,-63.2449699936582 -32.3592267678472,-63.2443807013056 -32.357054604083,-63.2432973172687 -32.3530473385588,-63.2385903520081 -32.3570903444019,-63.2387323102548 -32.35762690951,-63.2381456139238 -32.3590046987334,-63.2381677914049 -32.3591202674906,-63.238182408326 -32.3592367000767,-63.2381894199591 -32.3593536404394,-63.2381888048333 -32.3594707309724,-63.2381805648001 -32.3595876136086,-63.2381647250285 -32.3597039309156,-63.2381413339285 -32.3598193271882,-63.238110463003 -32.3599334495366,-63.2380722066299 -32.3600459489654,-63.2380266817734 -32.3601564814408,-63.2379740276271 -32.3602647089432,-63.2379144051881 -32.3603703005004,-63.2378479967655 -32.3604729332001,-63.2377750054226 -32.3605722931777,-63.2377750054226 -32.3605722931777)))";"126"
"MULTIPOLYGON (((-63.235824522514 -32.3650914843076,-63.2460132361266 -32.3630940319211,-63.2456883657545 -32.3618745795457,-63.2449699936582 -32.3592267678472,-63.2377750054226 -32.3605722931777,-63.2361112237682 -32.3630968086702,-63.2356327436967 -32.3642048197332,-63.2356217532144 -32.3643447686132,-63.235824522514 -32.3650914843076,-63.235824522514 -32.3650914843076)))";"127"
"MULTIPOLYGON (((-63.2362410496621 -32.3666253416945,-63.2464334349893 -32.3646712640819,-63.2460132361266 -32.3630940319211,-63.235824522514 -32.3650914843076,-63.2362410496621 -32.3666253416945,-63.2362410496621 -32.3666253416945)))";"128"
"MULTIPOLYGON (((-63.2366656994134 -32.3681890546934,-63.2468574630303 -32.3662628111257,-63.2464334349893 -32.3646712640819,-63.2362410496621 -32.3666253416945,-63.2366656994134 -32.3681890546934,-63.2366656994134 -32.3681890546934)))";"129"
"MULTIPOLYGON (((-63.2383905280452 -32.3745399144414,-63.248507844373 -32.3724567977305,-63.2468574630303 -32.3662628111257,-63.2366656994134 -32.3681890546934,-63.2383905280452 -32.3745399144414,-63.2383905280452 -32.3745399144414)))";"130"
"MULTIPOLYGON (((-63.2394615276775 -32.3784828926086,-63.2495929233734 -32.3765286869244,-63.248507844373 -32.3724567977305,-63.2383905280452 -32.3745399144414,-63.2394615276775 -32.3784828926086,-63.2394615276775 -32.3784828926086)))";"131"
"MULTIPOLYGON (((-63.2407399467675 -32.383189034304,-63.2412599332739 -32.3851030728448,-63.2453795628549 -32.3873569934299,-63.2474688134005 -32.3863269656522,-63.2490829752307 -32.3874046065373,-63.24915685941 -32.3874014712355,-63.2492307236933 -32.3874049276049,-63.2493037535076 -32.3874149375286,-63.2493751434819 -32.3874313906174,-63.2494441063283 -32.3874541054269,-63.2495098815237 -32.3874828314585,-63.2495717436963 -32.3875172519217,-63.2496290106253 -32.3875569872272,-63.2496810507637 -32.3876015991734,-63.2497272902031 -32.3876505957781,-63.249767219003 -32.3877034367044,-63.2498003968147 -32.3877595392189,-63.2498264577375 -32.3878182846181,-63.2503081029877 -32.3881107967674,-63.2519643387793 -32.38628375517,-63.2508270978688 -32.3814979632372,-63.2407399467675 -32.383189034304,-63.2407399467675 -32.383189034304)))";"132"
"MULTIPOLYGON (((-63.2077398145531 -32.3865289803995,-63.2077210632027 -32.3894838481573,-63.2095263450759 -32.3894808605015,-63.2094614723559 -32.3904192753475,-63.2112039308887 -32.3904433927967,-63.2112392360512 -32.3838398936321,-63.2082893097361 -32.383982020008,-63.2077433127358 -32.3845657897325,-63.2077398145531 -32.3865289803995,-63.2077398145531 -32.3865289803995)))";"133"
"MULTIPOLYGON (((-63.2082893097361 -32.383982020008,-63.2112392360512 -32.3838398936321,-63.2112548148293 -32.3809258878089,-63.2084838739827 -32.3837739931844,-63.2082893097361 -32.383982020008,-63.2082893097361 -32.383982020008)))";"134"
"MULTIPOLYGON (((-63.2059780035151 -32.3865095133117,-63.2077398145532 -32.3865289803995,-63.2077433127359 -32.3845657897325,-63.2062473275735 -32.386165218263,-63.205978168388 -32.3865092306572,-63.2059780035151 -32.3865095133117,-63.2059780035151 -32.3865095133117)))";"135"
"MULTIPOLYGON (((-63.2930676679061 -32.4164705839035,-63.292887301718 -32.4133295423711,-63.2917684141533 -32.4130696888031,-63.291779788006 -32.4162543639316,-63.2930676679061 -32.4164705839035,-63.2930676679061 -32.4164705839035)))";"136"
"MULTIPOLYGON (((-63.2935749281414 -32.4166511984567,-63.2934201464633 -32.4135205279424,-63.2932899570286 -32.4134669063671,-63.2931576457449 -32.4134171621666,-63.2930233730398 -32.4133713556549,-63.292887301718 -32.4133295423711,-63.2930676679061 -32.4164705839035,-63.2935749281414 -32.4166511984567,-63.2935749281414 -32.4166511984567)))";"137"
"MULTIPOLYGON (((-63.2943765121102 -32.4171238292227,-63.2942113546862 -32.4139706513878,-63.2940888788655 -32.4138844231435,-63.2939623592122 -32.4138025036998,-63.2938320062619 -32.4137250293687,-63.2936980369273 -32.4136521290651,-63.2935606741366 -32.4135839240928,-63.2934201464633 -32.4135205279424,-63.2935749281414 -32.4166511984567,-63.2936871707274 -32.4166937592175,-63.2937965726499 -32.4167413452331,-63.2939028214791 -32.4167938206093,-63.2940056137885 -32.4168510354889,-63.2941046560208 -32.4169128264795,-63.2941996653263 -32.41697901712,-63.2942903703708 -32.4170494183847,-63.2943765121102 -32.4171238292227,-63.2943765121102 -32.4171238292227)))";"138"
"MULTIPOLYGON (((-63.2943765121102 -32.4171238292227,-63.2944574390863 -32.4171876430417,-63.2947186513596 -32.4175031641332,-63.295142651563 -32.4181403999618,-63.2951506352377 -32.4184326540018,-63.2952152062625 -32.4188261761957,-63.2952808425987 -32.4195465640649,-63.2954644574029 -32.4197847235605,-63.2955950052586 -32.4210012258934,-63.2956725746914 -32.4210666561029,-63.2991167971395 -32.4173947992787,-63.2942113546862 -32.4139706513878,-63.2943765121102 -32.4171238292227,-63.2943765121102 -32.4171238292227)))";"139"
"MULTIPOLYGON (((-63.2943557437606 -32.4130966064263,-63.3012605794967 -32.4180806796306,-63.3020060852275 -32.4176887886646,-63.3038672788117 -32.4169983678319,-63.3044992567314 -32.416728428473,-63.3056575211687 -32.4161291491848,-63.3082843644731 -32.415642533623,-63.3081366931064 -32.3986612217071,-63.2942179454644 -32.3901672761519,-63.2943353620393 -32.4029265100969,-63.2943557437606 -32.4130966064263,-63.2943557437606 -32.4130966064263)))";"140"
"MULTIPOLYGON (((-63.2112548148293 -32.3809258878089,-63.2112392360512 -32.3838398936321,-63.2112039308887 -32.3904433927967,-63.2115892490175 -32.3906229732275,-63.2194862004086 -32.3956141671706,-63.2219989314594 -32.3927657561032,-63.2253639757699 -32.3889614066211,-63.2200352993363 -32.385475927989,-63.2170050551914 -32.3835132744982,-63.2131414676044 -32.3810385087292,-63.2118912893534 -32.3802771213902,-63.2112548148293 -32.3809258878089,-63.2112548148293 -32.3809258878089)))";"141"
"MULTIPOLYGON (((-63.2094614723559 -32.3904192753475,-63.2095263450759 -32.3894808605015,-63.2077210632027 -32.3894838481573,-63.2077398145531 -32.3865289803995,-63.2059780035151 -32.3865095133117,-63.2046835836494 -32.3887285767342,-63.2046734062444 -32.3887811020019,-63.2046714289473 -32.3888343059469,-63.204677685876 -32.3888872709314,-63.2046920691279 -32.3889390834375,-63.2047143306398 -32.3889888498234,-63.2047440864658 -32.3890357117364,-63.2047808233984 -32.3890788609181,-63.2048239078198 -32.3891175531446,-63.2048725966296 -32.3891511210636,-63.2049260500618 -32.3891789857046,-63.2049833461688 -32.3892006664653,-63.205043496723 -32.3892157894011,-63.2067076405353 -32.3897240059581,-63.2066403894927 -32.389827903633,-63.2069786184228 -32.3901744997458,-63.2077214909258 -32.390395168135,-63.2094614723559 -32.3904192753475,-63.2094614723559 -32.3904192753475)))";"142"
"MULTIPOLYGON (((-63.3082843644731 -32.415642533623,-63.3147932205504 -32.4144365275365,-63.3141563294605 -32.4132749908542,-63.3140477550873 -32.4123805489194,-63.3149913268751 -32.4107378871677,-63.3145301414933 -32.4095460885281,-63.3145545780197 -32.4093735826532,-63.314586636236 -32.4092019772204,-63.3146262708462 -32.4090315144659,-63.3146734258602 -32.4088624350113,-63.3147280346734 -32.4086949775246,-63.3147900201608 -32.4085293783828,-63.3148592947864 -32.4083658713384,-63.3149357607262 -32.4082046871895,-63.3150193100075 -32.4080460534545,-63.3151098246607 -32.40789019405,-63.3152071768863 -32.4077373289758,-63.3153112292355 -32.4075876740041,-63.3154218348043 -32.4074414403745,-63.3155388374412 -32.4072988344967,-63.315662071967 -32.4071600576587,-63.3157913644092 -32.407025305743,-63.3159265322466 -32.4068947689498,-63.3160673846677 -32.4067686315293,-63.3174009106071 -32.4060793330898,-63.3175756447804 -32.405780655085,-63.3188747233202 -32.4053001943169,-63.3197019991389 -32.4050186495847,-63.3201911078471 -32.4049458308058,-63.3212529347429 -32.4045852432312,-63.3233952237356 -32.4043650329984,-63.3242117416667 -32.4044576520804,-63.323720110224 -32.401931415161,-63.3229148614145 -32.4015297651541,-63.3233220849242 -32.4010767012513,-63.3233382952113 -32.4010406758088,-63.323347225024 -32.4010028661846,-63.3233486261484 -32.4009643233784,-63.3233424596468 -32.4009261187687,-63.3233288969391 -32.400889314332,-63.3233083150372 -32.4008549331228,-63.3232812860641 -32.4008239308359,-63.3232485613496 -32.4007971692414,-63.3232110505456 -32.40077539223,-63.3231697963404 -32.4007592051361,-63.3231259454753 -32.4007490579109,-63.3230807168691 -32.400745232616,-63.3230353677369 -32.4007478355827,-63.3226342192755 -32.4008014908656,-63.3208339492981 -32.4008010947112,-63.3207089622797 -32.4007724506956,-63.3205863955479 -32.4007370712195,-63.3204667528452 -32.4006951016912,-63.3203505258946 -32.4006467146035,-63.3202381923783 -32.4005921088254,-63.3201302139744 -32.4005315087834,-63.3200270344591 -32.4004651635402,-63.3199290778828 -32.4003933457702,-63.3198367468269 -32.4003163506388,-63.3197504207497 -32.4002344945892,-63.3196704544268 -32.400148114042,-63.3195971764927 -32.4000575640118,-63.3195308880908 -32.3999632166483,-63.3195728264239 -32.398100600695,-63.3194716692793 -32.3976940971694,-63.3192310513618 -32.3974516777145,-63.3186114979056 -32.396898755045,-63.3185793898231 -32.3965988737229,-63.3187413514654 -32.3958506931661,-63.3191104218536 -32.395151093455,-63.3080453092789 -32.3881478739026,-63.3082843644731 -32.415642533623,-63.3082843644731 -32.415642533623)))";"143"
"MULTIPOLYGON (((-63.2942302568101 -32.4130060183444,-63.2943557911338 -32.4131202367189,-63.2943557437606 -32.4130966064263,-63.2942302568101 -32.4130060183444)),((-63.2942179454644 -32.3901672761519,-63.3081366931064 -32.3986612217071,-63.3080453092789 -32.3881478739026,-63.2941182565342 -32.3793303641627,-63.2942179454644 -32.3901672761519,-63.2942179454644 -32.3901672761519)))";"144"
"MULTIPOLYGON (((-63.297803335219 -32.4189637886089,-63.3000365266344 -32.4205714497844,-63.3002402652417 -32.4204362621222,-63.3005541714626 -32.4200919443034,-63.3005877195214 -32.420005417415,-63.3006285736295 -32.4199211806867,-63.3006765188395 -32.4198396772749,-63.300731302901 -32.4197613359554,-63.3007926375877 -32.4196865688676,-63.3008602002139 -32.4196157693466,-63.3009336353328 -32.4195493098538,-63.3010125566056 -32.4194875400182,-63.3010965488352 -32.4194307847964,-63.3011851701497 -32.419379342764,-63.301277954327 -32.4193334845446,-63.3013744132479 -32.4192934513863,-63.3014740394633 -32.4192594538928,-63.3015130741954 -32.4192353186839,-63.3015468940333 -32.419206063833,-63.3015745767753 -32.4191724870683,-63.3015953675701 -32.4191355039673,-63.3016086994997 -32.4190961229917,-63.301614209037 -32.4190554179869,-63.3016117459581 -32.419014498901,-63.3016013774369 -32.4189744815181,-63.3015833862128 -32.4189364570333,-63.3015582628793 -32.4189014622979,-63.3015266925064 -32.4188704515468,-63.3014895359586 -32.4188442703792,-63.299324772158 -32.4174894688407,-63.2982882578397 -32.4184916188687,-63.297803335219 -32.4189637886089,-63.297803335219 -32.4189637886089)))";"145"
"MULTIPOLYGON (((-63.3000365266344 -32.4205714497844,-63.297803335219 -32.4189637886089,-63.2975452227016 -32.4192151103109,-63.2967181794824 -32.4200580901506,-63.2967184528278 -32.4201415959753,-63.295842167332 -32.4209846859536,-63.2957646411234 -32.4212198789975,-63.2961595427984 -32.4215529771824,-63.2966440557767 -32.4217617964291,-63.2972298686055 -32.4219799184552,-63.2977811448635 -32.4219595295465,-63.2985793947894 -32.4217667685127,-63.2997350467867 -32.4207714908197,-63.3000365266344 -32.4205714497844,-63.3000365266344 -32.4205714497844)))";"146"
"MULTIPOLYGON (((-63.2378940427847 -32.3766700156243,-63.2346382885351 -32.3772783348904,-63.2347134761703 -32.3775697037449,-63.2325298329576 -32.3780169017858,-63.2273238515761 -32.3790019502949,-63.2303971458597 -32.3903647935685,-63.2305671082595 -32.3903065733155,-63.2311181811059 -32.3901049387433,-63.2314722989742 -32.389982310371,-63.2327955173194 -32.3894532809099,-63.2331690957854 -32.3893121884312,-63.233431753292 -32.3892066487496,-63.2338701583335 -32.3890236093515,-63.2341088370314 -32.3889385669789,-63.2352107151604 -32.3885193626916,-63.2353274859699 -32.3885955124989,-63.2353584225462 -32.3887475332326,-63.2356898600872 -32.3898871691227,-63.235724234382 -32.3902066657154,-63.2359079683524 -32.3907338452948,-63.2360343486799 -32.3911937932845,-63.2360656030501 -32.3913350700568,-63.2361303639007 -32.3915776861746,-63.236195855012 -32.3918672736946,-63.2364021321381 -32.3926415541144,-63.2408109688146 -32.3877321958171,-63.2378940427847 -32.3766700156243,-63.2378940427847 -32.3766700156243)))";"147"
"MULTIPOLYGON (((-63.2375710100003 -32.375888639216,-63.2369495115359 -32.3736780597251,-63.2360053224244 -32.3738587746069,-63.2339505132484 -32.3666432775589,-63.2289083541273 -32.3675313464319,-63.2294296164651 -32.3679956544131,-63.2251935206393 -32.3716179650335,-63.2273238515761 -32.3790019502949,-63.2323954660134 -32.3780423289644,-63.2320810543386 -32.3769427836383,-63.2375710100003 -32.375888639216,-63.2375710100003 -32.375888639216)))";"148"
"MULTIPOLYGON (((-63.2412599332739 -32.3851030728448,-63.2427021581097 -32.3904521311806,-63.2430271404605 -32.3906041085676,-63.2454818417271 -32.3878599395604,-63.2453795628549 -32.3873569934299,-63.2412599332739 -32.3851030728448,-63.2412599332739 -32.3851030728448)))";"149"
